class,buo,bdc,spf,bco,all
lang.java.trevni.core.src.main.java.org.apache.trevni.SnappyCodec,1,1,0,0,2
java.lang.CharSequence,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.ipc.TestLocalTransceiver,0,1,0,0,1
lang.java.mapred.src.test.java.org.apache.avro.mapred.TestWordCount$MapImpl,0,1,0,0,1
RecordBuilderBase,0,1,0,0,1
lang.java.mapred.src.main.java.org.apache.avro.hadoop.io.AvroDatumConverterFactory$BytesWritableConverter,0,1,0,0,1
com.google.protobuf.GeneratedMessage.FieldAccessorTable,0,1,0,0,1
lang.java.ipc.src.main.java.org.apache.avro.ipc.Transceiver,0,1,0,0,1
lang.java.ipc.src.main.java.org.apache.avro.ipc.SocketServer$Connection,0,1,0,0,1
ChannelFutureListener,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.generic.GenericContainer,0,1,0,0,1
lang.java.avro.src.test.java.org.apache.avro.reflect.TestReflect$R10,1,1,0,0,2
lang.java.avro.src.test.java.org.apache.avro.util.TestCaseFinder$SimpleCases,0,1,0,0,1
FileInputFormat,1,1,0,0,2
AfterClass,0,1,0,0,1
java.io.Serializable,0,1,0,0,1
lang.java.tools.src.test.java.org.apache.avro.tool.TestSpecificCompilerTool,1,1,0,0,2
lang.java.trevni.avro.src.main.java.org.apache.trevni.avro.AvroColumnReader$Params,0,1,0,0,1
SchemaConstructable,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.specific.SpecificDatumReader,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.io.parsing.Symbol$Fixup,1,1,0,0,2
lang.java.thrift.src.test.java.org.apache.avro.thrift.test.Foo$AsyncClient$zip_call,0,1,0,0,1
lang.java.mapred.src.test.java.org.apache.avro.mapreduce.TestWordCount$SortMapper,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.ipc.TestLocalTransceiver$TestResponder,0,1,0,0,1
ClientBootstrap,0,1,0,0,1
lang.java.thrift.src.test.java.org.apache.avro.thrift.test.Foo$add_args$_Fields,0,1,0,0,1
lang.java.mapred.src.test.java.org.apache.avro.hadoop.file.TestHadoopCodecFactory,1,1,0,0,2
lang.java.trevni.core.src.main.java.org.apache.trevni.InputFile,0,1,0,0,1
lang.java.thrift.src.test.java.org.apache.avro.thrift.test.Foo$Processor$add,0,1,0,0,1
lang.java.mapred.src.main.java.org.apache.avro.mapred.AvroAsTextInputFormat,1,1,0,0,2
lang.java.mapred.src.test.java.org.apache.avro.mapreduce.TestKeyValueInput$IndexMapper,0,1,0,0,1
lang.java.mapred.src.test.java.org.apache.avro.mapreduce.AvroFiles,1,1,0,0,2
lang.java.mapred.src.test.java.org.apache.avro.mapred.TestSequenceFileReader$NonAvroMapper,0,1,0,0,1
SimpleOrderServiceClient,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.file.DataFileWriter$BufferedFileOutputStream$PositionFilter,0,1,0,0,1
lang.java.mapred.src.test.java.org.apache.avro.mapreduce.TestWordCount$StatCountMapper,0,1,0,0,1
lang.java.ipc.src.main.java.org.apache.avro.ipc.ResponderServlet,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.reflect.FieldAccessUnsafe$UnsafeFloatField,0,1,0,0,1
lang.java.thrift.src.test.java.org.apache.avro.thrift.test.Foo$add_result,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.Protocol$Message,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.SchemaBuilder$ArrayCompletion,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.io.parsing.Symbol$EnumLabelsAction,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.reflect.FieldAccessUnsafe$UnsafeShortField,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.Schema$FixedSchema,1,1,0,0,2
lang.java.ipc.src.main.java.org.apache.avro.ipc.Responder,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.SchemaBuilder$NullDefault,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.specific.SpecificErrorBuilderBase,0,1,0,0,1
JobContext,0,1,0,0,1
Requestor,0,1,0,0,1
lang.java.mapred.src.main.java.org.apache.avro.mapred.AvroUtf8InputFormat$Utf8LineRecordReader,1,1,0,0,2
Path,0,1,0,0,1
lang.java.mapred.src.main.java.org.apache.avro.hadoop.io.AvroDatumConverterFactory$AvroWrapperConverter,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.io.Perf$GenericWithDefault,1,1,0,0,2
lang.java.mapred.src.test.java.org.apache.avro.mapred.TestAvroWrapper,1,1,0,0,2
ReflectDatumWriter,1,1,0,0,2
org.apache.thrift.protocol.TProtocolFactory,0,1,0,0,1
DataFileStream,1,1,0,0,2
OneToOneEncoder,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.ipc.stats.StatsPluginOverhead,0,1,0,0,1
java.io.ObjectStreamException,0,1,0,0,1
lang.java.mapred.src.main.java.org.apache.avro.mapred.AvroJob,1,1,0,0,2
org.apache.thrift.transport.TNonblockingTransport,0,1,0,0,1
TestCase,1,1,0,0,2
TFieldIdEnum,0,1,0,0,1
lang.java.mapred.src.test.java.org.apache.avro.mapred.TestAvroOutputFormat,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.io.BinaryDecoder$BufferAccessor,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.io.ValidatingEncoder,0,1,0,0,1
lang.java.trevni.avro.src.test.java.org.apache.trevni.avro.mapreduce.TestKeyValueWordCount,0,1,0,0,1
lang.java.mapred.src.main.java.org.apache.avro.hadoop.io.AvroKeyComparator,1,1,0,0,2
lang.java.avro.src.test.java.org.apache.avro.file.TestBZip2Codec,1,1,0,0,2
lang.java.thrift.src.test.java.org.apache.avro.thrift.test.Test$_Fields,0,1,0,0,1
lang.java.mapred.src.test.java.org.apache.avro.mapred.TestWordCount$ReduceImpl,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.io.Perf$TestDescriptor,1,1,0,0,2
lang.java.avro.src.test.java.org.apache.avro.reflect.TestReflectionUtil$Tester,1,1,0,0,2
lang.java.ipc.src.main.java.org.apache.avro.ipc.stats.StatsServlet,0,1,0,0,1
Comparable,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.file.BZip2Codec$Option,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.io.Perf$GenericOneTimeDecoderUse,1,1,0,0,2
lang.java.avro.src.test.java.org.apache.avro.TestDataFileDeflate,1,1,0,0,2
lang.java.mapred.src.main.java.org.apache.avro.hadoop.io.AvroKeyValue$Iterator,0,1,0,0,1
HttpServletRequest,0,1,0,0,1
lang.java.tools.src.main.java.org.apache.avro.tool.RecodecTool,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.generic.GenericEnumSymbol,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.SchemaBuilder$IntDefault,1,1,0,0,2
Test,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.ipc.trace.TestTraceConfigurations,1,1,0,0,2
FileSystem,0,1,0,0,1
org.apache.thrift.protocol.TField,0,1,0,0,1
TestRecord,0,1,0,0,1
lang.java.mapred.src.test.java.org.apache.avro.mapreduce.TestWordCount,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.io.BinaryDecoder,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.io.DirectBinaryEncoder,1,1,0,0,2
lang.java.mapred.src.main.java.org.apache.avro.mapred.tether.TetherData,1,1,0,0,2
lang.java.avro.src.test.java.org.apache.avro.file.TestCustomCodec,1,1,0,0,2
lang.java.mapred.src.main.java.org.apache.avro.hadoop.io.AvroValueDeserializer,1,1,0,0,2
Encoding,0,1,0,0,1
SeekableInput,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.SchemaCompatibility$SchemaCompatibilityType,1,1,0,0,2
lang.java.avro.src.test.java.org.apache.avro.io.LegacyBinaryEncoder$ByteWriter,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.reflect.FieldAccessUnsafe$UnsafeCharField,0,1,0,0,1
lang.java.ipc.src.main.java.org.apache.avro.ipc.Callback,0,1,0,0,1
lang.java.avro.src.test.java.org.apache.avro.file.TestSeekableByteArrayInput,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.Schema$ArraySchema,1,1,0,0,2
lang.java.ipc.src.main.java.org.apache.avro.ipc.SaslSocketTransceiver,0,1,0,0,1
lang.java.mapred.src.test.java.org.apache.avro.mapred.tether.TestWordCountTether,1,1,0,0,2
lang.java.ipc.src.test.java.org.apache.avro.io.Perf$ValidatingRecord,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.file.SyncableFileOutputStream,0,1,0,0,1
lang.java.mapred.src.main.java.org.apache.avro.hadoop.io.AvroSequenceFile,0,1,0,0,1
lang.java.mapred.src.test.java.org.apache.avro.mapred.TestReflectJob$ReduceImpl,0,1,0,0,1
lang.java.trevni.core.src.main.java.org.apache.trevni.InputBytes,1,1,0,0,2
lang.java.thrift.src.test.java.org.apache.avro.thrift.test.Foo$AsyncClient$add_call,0,1,0,0,1
lang.java.ipc.src.main.java.org.apache.avro.ipc.SaslSocketTransceiver$AnonymousClient,0,1,0,0,1
lang.java.mapred.src.main.java.org.apache.avro.hadoop.io.AvroDatumConverterFactory$IntWritableConverter,0,1,0,0,1
Connector,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.reflect.DateAsLongEncoding,1,1,0,0,2
DatumReader,0,1,0,0,1
org.apache.thrift.async.TAsyncClientManager,0,1,0,0,1
lang.java.tools.src.main.java.org.apache.avro.tool.RpcProtocolTool,0,1,0,0,1
StringBuilder,0,1,0,0,1
lang.java.mapred.src.main.java.org.apache.avro.mapred.tether.TetherKeySerialization$TetherDataDeserializer,1,1,0,0,2
GenericContainer,1,1,0,0,2
org.apache.avro.specific.SpecificRecord,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.io.parsing.Symbol$EnumAdjustAction,1,1,0,0,2
lang.java.ipc.src.test.java.org.apache.avro.io.Perf$SmallLongTest,1,1,0,0,2
lang.java.avro.src.test.java.org.apache.avro.RandomData,1,1,0,0,2
lang.java.mapred.src.test.java.org.apache.avro.mapreduce.TestKeyValueInput,0,1,0,0,1
lang.java.mapred.src.test.java.org.apache.avro.mapreduce.TestAvroMultipleOutputsSyncable$SortMapper,0,1,0,0,1
NullPointerException,0,1,0,0,1
lang.java.tools.src.main.java.org.apache.avro.tool.IdlTool,0,1,0,0,1
lang.java.ipc.src.main.java.org.apache.avro.ipc.Requestor$TransceiverCallback,0,1,0,0,1
lang.java.mapred.src.main.java.org.apache.avro.mapred.AvroAsTextRecordReader,1,1,0,0,2
AvroDefault,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.SchemaBuilder$DoubleDefault,1,1,0,0,2
lang.java.trevni.avro.src.test.java.org.apache.trevni.avro.mapreduce.TestKeyWordCount$Counter,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.io.parsing.ResolvingGrammarGenerator$LitS2,1,1,0,0,2
lang.java.tools.src.main.java.org.apache.avro.tool.Tool,0,1,0,0,1
org.apache.thrift.meta_data.FieldMetaData,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.specific.TestSpecificData,0,1,0,0,1
JsonParser,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.reflect.FieldAccessUnsafe$UnsafeDoubleField,0,1,0,0,1
AvroTrace,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.reflect.ReflectionUtil$AccessorTestClass,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.io.Perf$Rec1,1,1,0,0,2
org.apache.thrift.async.TAsyncMethodCall,0,1,0,0,1
lang.java.ipc.src.main.java.org.apache.avro.ipc.DatagramTransceiver,0,1,0,0,1
lang.java.mapred.src.main.java.org.apache.avro.hadoop.io.AvroDeserializer,1,1,0,0,2
SimpleChannelUpstreamHandler,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.TestProtocolSpecific$HandshakeMonitor,0,1,0,0,1
ByteBuffer,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.TestProtocolHttp,0,1,0,0,1
RPCContext,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.file.XZCodec,0,1,0,0,1
lang.java.mapred.src.test.java.org.apache.avro.mapreduce.TestAvroMultipleOutputs$LineCountMapper,0,1,0,0,1
com.google.protobuf.CodedInputStream,0,1,0,0,1
lang.java.mapred.src.test.java.org.apache.avro.mapreduce.TestWordCount$ReflectStatsReducer,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.file.BZip2Codec,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.io.parsing.JsonGrammarGenerator,1,1,0,0,2
java.lang.Class,0,1,0,0,1
lang.java.protobuf.src.main.java.org.apache.avro.protobuf.ProtobufData,0,1,0,0,1
ChannelEvent,0,1,0,0,1
lang.java.avro.src.test.java.org.apache.avro.TestSchemaCompatibility,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.io.Perf$ReflectNestedObjectArrayTest,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.io.BufferedBinaryEncoder$OutputStreamSink,0,1,0,0,1
HttpTransceiver,1,1,0,0,2
lang.java.ipc.src.test.java.org.apache.avro.io.Perf$BoolTest,1,1,0,0,2
lang.java.mapred.src.main.java.org.apache.avro.mapred.AvroReducer,1,1,0,0,2
JsonNode,0,1,0,0,1
lang.java.tools.src.main.java.org.apache.avro.tool.CatTool,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.io.DecoderFactory,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.SchemaBuilder$EnumBuilder,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.generic.GenericData$Array,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.file.SeekableInput,0,1,0,0,1
TaskType,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.ipc.trace.TestEndToEndTracing$RecursingResponder,1,1,0,0,2
lang.java.thrift.src.test.java.org.apache.avro.thrift.test.Foo$ping_args$_Fields,0,1,0,0,1
ID,0,1,0,0,1
SpecificDatumReader,1,1,0,0,2
lang.java.ipc.src.test.java.org.apache.avro.ipc.TestNettyServerWithSSL$BogusTrustManager,0,1,0,0,1
IntWritable,0,1,0,0,1
lang.java.ipc.src.main.java.org.apache.avro.ipc.trace.Trace,0,1,0,0,1
lang.java.mapred.src.test.java.org.apache.avro.mapreduce.TestAvroKeyRecordWriter,1,1,0,0,2
lang.java.trevni.avro.src.main.java.org.apache.trevni.avro.mapreduce.AvroTrevniKeyOutputFormat,0,1,0,0,1
Documented,0,1,0,0,1
MojoExecutionException,0,1,0,0,1
lang.java.mapred.src.main.java.org.apache.avro.hadoop.file.SortedKeyValueFile$Writer,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.reflect.FieldAccessUnsafe$UnsafeObjectField,0,1,0,0,1
lang.java.ipc.src.main.java.org.apache.avro.ipc.NettyServer,0,1,0,0,1
lang.java.avro.src.test.java.org.apache.avro.io.LegacyBinaryEncoder,0,1,0,0,1
TaskAttemptContext,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.file.SeekableByteArrayInput,1,1,0,0,2
lang.java.ipc.src.test.java.org.apache.avro.ipc.stats.TestStatsPluginAndServlet$SleepyResponder,0,1,0,0,1
lang.java.trevni.avro.src.test.java.org.apache.trevni.avro.TestEvolvedSchema,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.io.parsing.Symbol$ResolvingAction,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.io.JsonDecoder,0,1,0,0,1
lang.java.mapred.src.main.java.org.apache.avro.mapred.AvroRecordReader,1,1,0,0,2
lang.java.ipc.src.test.java.org.apache.avro.ipc.trace.TestBasicTracing$EndpointResponder,1,1,0,0,2
lang.java.mapred.src.test.java.org.apache.avro.mapred.TestReflectJob$WordCount,0,1,0,0,1
lang.java.avro.src.test.java.org.apache.avro.reflect.TestReflect,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.reflect.ReflectData,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.ipc.TestSaslDigestMd5$TestSaslCallbackHandler,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.ipc.trace.TestTracingUtil,1,1,0,0,2
lang.java.ipc.src.test.java.org.apache.avro.specific.TestSpecificErrorBuilder,1,1,0,0,2
lang.java.ipc.src.main.java.org.apache.avro.ipc.stats.StatsServlet$RenderableMessage,0,1,0,0,1
MessageEvent,0,1,0,0,1
java.lang.Error,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.io.parsing.Symbol$FieldAdjustAction,1,1,0,0,2
lang.java.ipc.src.test.java.org.apache.avro.ipc.TestNettyServerWithCallbacks$BlockingSimpleImpl,0,1,0,0,1
URI,1,1,0,0,2
URL,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.TestProtocolSpecific,0,1,0,0,1
lang.java.avro.src.test.java.org.apache.avro.reflect.TestReflect$AliasA,1,1,0,0,2
lang.java.ipc.src.main.java.org.apache.avro.ipc.trace.StaticServlet,1,1,0,0,2
Target,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.SchemaBuilder$NullableCompletion,1,1,0,0,2
lang.java.mapred.src.main.java.org.apache.avro.hadoop.io.AvroSerialization,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.SchemaBuilder$BaseFieldTypeBuilder,1,1,0,0,2
lang.java.avro.src.test.java.org.apache.avro.reflect.TestReflect$AliasC,1,1,0,0,2
lang.java.ipc.src.main.java.org.apache.avro.ipc.stats.Histogram$Entry,0,1,0,0,1
lang.java.avro.src.test.java.org.apache.avro.reflect.TestReflect$AliasB,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.Schema$UnionSchema,1,1,0,0,2
lang.java.ipc.src.main.java.org.apache.avro.ipc.CallFuture,0,1,0,0,1
java.lang.String,1,1,0,0,2
lang.java.mapred.src.test.java.org.apache.avro.mapred.WordCountUtil,1,1,0,0,2
ExecutionException,0,1,0,0,1
lang.java.ipc.src.main.java.org.apache.avro.ipc.DatagramServer,0,1,0,0,1
lang.java.ipc.src.main.java.org.apache.avro.ipc.Server,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.TestProtocolNetty,1,1,0,0,2
lang.java.ipc.src.test.java.org.apache.avro.TestNamespaceReflect,1,1,0,0,2
TracePluginConfiguration,1,1,0,0,2
FilterInputStream,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.file.DataFileWriter$NonCopyingByteArrayOutputStream,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.SchemaBuilder$PropBuilder,1,1,0,0,2
lang.java.tools.src.test.compiler.output.Player$Builder,0,1,0,0,1
lang.java.trevni.avro.src.main.java.org.apache.trevni.avro.AvroTrevniInputFormat,1,1,0,0,2
Text,0,1,0,0,1
doc.examples.mr-example.src.main.java.example.AvroWordCount$Reduce,0,1,0,0,1
lang.java.tools.src.main.java.org.apache.avro.tool.ToTrevniTool,0,1,0,0,1
IllegalAccessException,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.io.BufferedBinaryEncoder,0,1,0,0,1
lang.java.trevni.core.src.main.java.org.apache.trevni.ColumnMetaData,0,1,0,0,1
lang.java.mapred.src.main.java.org.apache.avro.mapreduce.AvroJob,1,1,0,0,2
lang.java.ipc.src.test.java.org.apache.avro.ipc.TestSaslDigestMd5$WrongPasswordCallbackHandler,0,1,0,0,1
BufferedReader,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.SchemaParseException,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.generic.GenericArray,0,1,0,0,1
lang.java.ipc.src.main.java.org.apache.avro.ipc.NettyTransceiver$NettyClientAvroHandler,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.specific.TestSpecificDatumWriter,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.generic.IndexedRecord,0,1,0,0,1
CompressionType,0,1,0,0,1
MD5,0,1,0,0,1
Responder,0,1,0,0,1
BeforeClass,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.ipc.TestNettyServerWithCompression$CompressionChannelPipelineFactory,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.TestNamespaceSpecific$TestImpl,0,1,0,0,1
lang.java.mapred.src.main.java.org.apache.avro.hadoop.io.AvroKeyDeserializer,1,1,0,0,2
TaskAttemptID,0,1,0,0,1
RecordReader,0,1,0,0,1
Parser.ActionHandler,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.ipc.TestNettyServerWithSSL$SSLChannelFactory,0,1,0,0,1
lang.java.avro.src.test.java.org.apache.avro.FooRecord,1,1,0,0,2
org.mortbay.jetty.Server,0,1,0,0,1
lang.java.mapred.src.main.java.org.apache.avro.mapred.HadoopReducer$ReduceCollector,1,1,0,0,2
lang.java.tools.src.test.compiler.output.Position,0,1,0,0,1
Random,1,1,0,0,2
lang.java.trevni.avro.src.test.java.org.apache.trevni.avro.mapreduce.TestKeyWordCount$WordCountReducer,0,1,0,0,1
lang.java.mapred.src.main.java.org.apache.avro.mapred.SequenceFileRecordReader,1,1,0,0,2
lang.java.archetypes.avro-service-archetype.src.main.resources.archetype-resources.src.main.java.transport.SimpleOrderServiceClient,1,1,0,0,2
lang.java.mapred.src.main.java.org.apache.avro.mapred.tether.TetherOutputService,1,1,0,0,2
lang.java.mapred.src.main.java.org.apache.avro.mapreduce.AvroKeyInputFormat,0,1,0,0,1
ServerSocketChannel,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.TestProtocolReflect$TestImpl,0,1,0,0,1
lang.java.mapred.src.test.java.org.apache.avro.mapreduce.TestKeyValueInput$IndexReducer,0,1,0,0,1
doc.examples.mr-example.src.main.java.example.MapReduceAvroWordCount,0,1,0,0,1
lang.java.archetypes.avro-service-archetype.src.main.resources.archetype-resources.src.main.java.service.SimpleOrderService,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.util.ByteBufferInputStream,1,1,0,0,2
MapReduceBase,0,1,0,0,1
lang.java.avro.src.test.java.org.apache.avro.FooBarSpecificRecord$Builder,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.SchemaBuilder$UnionCompletion,1,1,0,0,2
Progressable,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.io.parsing.ResolvingGrammarGenerator,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.Schema$BooleanSchema,1,1,0,0,2
lang.java.trevni.avro.src.test.java.org.apache.trevni.avro.TestWordCount,0,1,0,0,1
lang.java.mapred.src.test.java.org.apache.avro.mapreduce.TestAvroKeyRecordReader,0,1,0,0,1
lang.java.ipc.src.main.java.org.apache.avro.ipc.Requestor,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.Schema$RecordSchema,1,1,0,0,2
File,0,1,0,0,1
Nullable,1,1,0,0,2
lang.java.thrift.src.test.java.org.apache.avro.thrift.test.Foo$AsyncIface,0,1,0,0,1
lang.java.tools.src.test.java.org.apache.avro.tool.TestRpcProtocolTool,0,1,0,0,1
lang.java.mapred.src.main.java.org.apache.avro.mapred.AvroKeyComparator,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.Schema$FloatSchema,1,1,0,0,2
lang.java.tools.src.test.compiler.output.Player,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.AvroRuntimeException,1,1,0,0,2
lang.java.ipc.src.main.java.org.apache.avro.ipc.trace.InMemorySpanStorage,1,1,0,0,2
NavigableMap,0,1,0,0,1
lang.java.ipc.src.main.java.org.apache.avro.ipc.NettyTransportCodec,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.reflect.FieldAccessReflect$ReflectionBasedAccessor,0,1,0,0,1
lang.java.thrift.src.main.java.org.apache.avro.thrift.ThriftDatumWriter,1,1,0,0,2
lang.java.trevni.core.src.main.java.org.apache.trevni.ArrayColumnOutputBuffer,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.reflect.FieldAccessUnsafe,0,1,0,0,1
lang.java.ipc.src.test.java.org.apache.avro.io.Perf$FloatTest,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.io.DirectBinaryDecoder$ByteReader,0,1,0,0,1
Semaphore,0,1,0,0,1
ReentrantReadWriteLock,0,1,0,0,1
lang.java.thrift.src.test.java.org.apache.avro.thrift.test.Error$_Fields,0,1,0,0,1
OptionParser,0,1,0,0,1
lang.java.trevni.core.src.main.java.org.apache.trevni.ColumnOutputBuffer,0,1,0,0,1
doc.examples.mr-example.src.main.java.example.MapReduceColorCount,0,1,0,0,1
lang.java.avro.src.main.java.org.apache.avro.reflect.ReflectDatumWriter,1,1,0,0,2
lang.java.avro.src.main.java.org.apache.avro.specific.SpecificRecordBase,1,1,0,0,2
lang.java.mapred.src.test.java.org.apache.avro.hadoop.io.TestAvroKeyDeserializer,1,1,0,0,2
ClassLoader,1,1,0,0,2
lang.java.trevni.avro.src.test.java.org.apache.trevni.avro.TestCases,1,1,0,0,2
