class,buo,bdc,spf,bco,all
openjpa-kernel.src.main.java.org.apache.openjpa.datacache.AbstractQueryCache$Default,0,1,0,0,1
openjpa-persistence.src.main.java.org.apache.openjpa.persistence.FetchPlanImpl,1,1,0,0,2
RowId,1,1,0,0,2
openjpa-lib.src.main.java.org.apache.openjpa.lib.util.Closeable,1,1,0,0,2
openjpa-jdbc.src.main.java.org.apache.openjpa.jdbc.kernel.MixedLockManager,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.query.ScheduleDay,1,1,0,0,2
openjpa-jdbc.src.main.java.org.apache.openjpa.jdbc.meta.Joinable,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.kernel.TestMultiThreaded,1,1,0,0,2
PostPersistListener,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.embed.Embed_EmbedXml,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.identity.TestSQLBigDecimalId,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.annotations.TestPropertyAccess,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.jdbc.kernel.TestUnknownSubclass,0,1,0,0,1
JComboBox,0,1,0,0,1
openjpa-lib.src.main.java.org.apache.openjpa.lib.jdbc.SQLFormatter,1,1,0,0,2
openjpa-jest.src.main.java.org.apache.openjpa.persistence.jest.ObjectFormatter,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.meta.Embed0,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.meta.Embed1,1,1,0,0,2
ObjectName,0,1,0,0,1
openjpa-persistence.src.main.java.org.apache.openjpa.persistence.criteria.Joins$MapEntry,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.embed.EntityA_Embed_ToOne_,1,1,0,0,2
EntityManager,1,1,0,0,2
SQLClientInfoException,1,1,0,0,2
openjpa-persistence.src.main.java.org.apache.openjpa.persistence.query.LengthExpression,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.criteria.TestQueryByExample,1,1,0,0,2
openjpa-jdbc.src.main.java.org.apache.openjpa.jdbc.kernel.PreparedQueryImpl,1,1,0,0,2
openjpa-kernel.src.main.java.org.apache.openjpa.kernel.BrokerImpl$ManagedObjectCollection,1,1,0,0,2
Payor,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.jdbc.common.apps.HorizAppMultiB$ID,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.meta.common.apps.SequenceAssigned3$Id,0,1,0,0,1
openjpa-jdbc.src.main.java.org.apache.openjpa.jdbc.kernel.JDBCStoreManager$CancelStatement,1,1,0,0,2
openjpa-kernel.src.main.java.org.apache.openjpa.kernel.exps.QueryExpressions$AggregateExpressionVisitor,0,1,0,0,1
openjpa-jdbc.src.main.java.org.apache.openjpa.jdbc.kernel.exps.Sqrt,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.jdbc.maps.spec_10_1_26_ex0.EmployeePK2,1,1,0,0,2
MojoExecutionException,0,1,0,0,1
openjpa-persistence-jdbc.src.main.java.org.apache.openjpa.persistence.jdbc.Index,1,1,0,0,2
openjpa-persistence.src.main.java.org.apache.openjpa.persistence.OptimisticLockException,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.access.PropAccessFieldStratsEntity,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.jdbc.maps.spec_10_1_27_ex3.Division,1,1,0,0,2
openjpa-persistence.src.main.java.org.apache.openjpa.persistence.meta.AbstractManagedType$VersionAttributeFilter,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.embed.PhoneNumber,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.jdbc.query.domain.Game,0,1,0,0,1
DelegatingQueryCache,1,1,0,0,2
openjpa-jdbc.src.main.java.org.apache.openjpa.jdbc.sql.Select,1,1,0,0,2
MetaDataParser,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.compat.Invoice,1,1,0,0,2
openjpa-persistence.src.main.java.org.apache.openjpa.persistence.criteria.CriteriaExpressionVisitor$TraversalStyle,1,1,0,0,2
java.lang.Error,1,1,0,0,2
openjpa-persistence-locking.src.test.java.org.apache.openjpa.persistence.lockmgr.TestEmLockMode,1,1,0,0,2
openjpa-persistence.src.main.java.org.apache.openjpa.persistence.query.MinusExpression,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.event.TestTCPRemoteEventsDuration$Worker,0,1,0,0,1
openjpa-kernel.src.main.java.org.apache.openjpa.util.NoTransactionException,1,1,0,0,2
openjpa-persistence-locking.src.test.java.org.apache.openjpa.persistence.lockmgr.TestPessimisticLocks$RefreshWithLock,0,1,0,0,1
KeyIndex,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.jdbc.TestJDBCEnumToKernelConstantMappings,1,1,0,0,2
AnnotationBuilder,0,1,0,0,1
openjpa-persistence.src.main.java.org.apache.openjpa.persistence.query.TimesExpression,1,1,0,0,2
openjpa-examples.openbooks.src.main.java.openbook.client.Demo$AboutAction,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.jdbc.mapping.bidi.IParent,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.identity.entityasidentity.Account,1,1,0,0,2
AbstractQueryCacheInstrument,0,1,0,0,1
IdentifierUtil,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.jdbc.sqlcache.Book,1,1,0,0,2
IAddress,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.datacache.TestPartitionedDataCache,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.jdbc.schema.TestXMLSchemaParser$SCMSchemaParser,0,1,0,0,1
openjpa-tools.openjpa-maven-plugin.src.main.java.org.apache.openjpa.tools.maven.AbstractOpenJpaEnhancerMojo,0,1,0,0,1
BufferedReader,0,1,0,0,1
PCDirectory,0,1,0,0,1
openjpa-kernel.src.main.java.org.apache.openjpa.event.AttachListener,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.models.company.idclass.PartTimeEmployee,1,1,0,0,2
openjpa-persistence.src.main.java.org.apache.openjpa.persistence.InverseLogical,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.kernel.common.apps.MixedInterfaceImpl,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.dynamicschema.ResWordEntity,1,1,0,0,2
java.sql.Time,0,1,0,0,1
PrimitiveIDMappedSuperclass,1,1,0,0,2
org.apache.openjpa.persistence.common.utils.AbstractTestCase,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.jpql.entities.XMLOrderedNameEntity,1,1,0,0,2
Random,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.access.xml.XMLDefPropMixedFieldAccess2,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.cache.jpa.AbstractCacheModeTestCase,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.embed.Embed_ToOne_,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.simple.TestEntityManagerMerge,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.datacache.common.apps.AppIdCacheObject,1,1,0,0,2
TableCellEditor,0,1,0,0,1
FinderCache,0,1,0,0,1
openjpa-persistence.src.main.java.org.apache.openjpa.persistence.meta.SourceAnnotationHandler$AnnotatedFilter,0,1,0,0,1
openjpa-slice.src.test.java.org.apache.openjpa.slice.PersistenceTestCase,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.access.EmbedInnerProp,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.kernel.TestInitialValueFetching,1,1,0,0,2
openjpa-jdbc.src.main.java.org.apache.openjpa.jdbc.kernel.TableJDBCSeq,1,1,0,0,2
openjpa-lib.src.main.java.org.apache.openjpa.lib.util.TypedProperties,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.util.TestJPAFacadeHelper,1,1,0,0,2
ValueMapping,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.graph.People,1,1,0,0,2
MapKeyTemporal,0,1,0,0,1
Row,0,1,0,0,1
openjpa-slice.src.main.java.org.apache.openjpa.slice.DistributionPolicy$Default,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.embed.DivisionXml,1,1,0,0,2
openjpa-lib.src.main.java.org.apache.openjpa.lib.util.concurrent.ConcurrentHashMap$HashIterator,0,1,0,0,1
SQLFeatureNotSupportedException,1,1,0,0,2
openjpa-persistence.src.main.java.org.apache.openjpa.persistence.query.SelectItem,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.enhance.UnenhancedBootstrapInstance2,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.generationtype.TestGeneratedValues,1,1,0,0,2
GenericConfigurable,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.inheritance.mappedsuperclass.idclass.TestIdClass,1,1,0,0,2
openjpa-integration.validation.src.test.java.org.apache.openjpa.integration.validation.ICustomer,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.inheritance.abstractjoinedappid.RelationOwner,1,1,0,0,2
LRSPCIntf,0,1,0,0,1
FetchGroupImpl,1,1,0,0,2
openjpa-kernel.src.main.java.org.apache.openjpa.datacache.Caches,1,1,0,0,2
IdentifiableType,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.proxy.entities.Identifiable,0,1,0,0,1
JDBCLockManager,0,1,0,0,1
openjpa-jdbc.src.main.java.org.apache.openjpa.jdbc.kernel.AbstractUpdateManager$CustomMapping,1,1,0,0,2
openjpa-kernel.src.main.java.org.apache.openjpa.kernel.exps.EndsWithExpression,1,1,0,0,2
openjpa-kernel.src.main.java.org.apache.openjpa.kernel.ExtentImpl$CloseableIterator,1,1,0,0,2
Array,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.detach.xml.Driver,1,1,0,0,2
openjpa-persistence.src.main.java.org.apache.openjpa.persistence.query.EqualExpression,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.detach.xml.TestDetachXML,1,1,0,0,2
Joinable,0,1,0,0,1
Thread.UncaughtExceptionHandler,0,1,0,0,1
QueryCacheInstrument,0,1,0,0,1
openjpa-jdbc.src.main.java.org.apache.openjpa.jdbc.meta.DiscriminatorStrategy,1,1,0,0,2
openjpa-jdbc.src.main.java.org.apache.openjpa.jdbc.sql.PointbaseDictionary,1,1,0,0,2
Document,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.jdbc.query.sub.TestSubQuery,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.jpql.entities.UnorderedNameEntity,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.relations.Util1xmLf,1,1,0,0,2
QueryDefinition,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.callbacks.PostLoadListenerEntity,1,1,0,0,2
openjpa-kernel.src.main.java.org.apache.openjpa.kernel.QueryImpl$RemoveOnCloseResultList,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.jdbc.maps.spec_10_1_29_ex1.TestSpec10_1_29_Ex1,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.kernel.common.apps.PCPerson,0,1,0,0,1
openjpa-integration.daytrader.src.test.java.org.apache.openjpa.integration.daytrader.TradeConfig,1,1,0,0,2
openjpa-examples.opentrader.src.main.java.org.apache.openjpa.trader.domain.Trader,1,1,0,0,2
DBIdentifierUtil,0,1,0,0,1
OpenJPAException,1,1,0,0,2
openjpa-lib.src.test.java.org.apache.openjpa.lib.conf.test.TestConfigurationImpl,0,1,0,0,1
openjpa-jdbc.src.main.java.org.apache.openjpa.jdbc.kernel.BatchingOperationOrderUpdateManager,1,1,0,0,2
Stock,0,1,0,0,1
openjpa-kernel.src.main.java.org.apache.openjpa.kernel.exps.Param,1,1,0,0,2
openjpa-examples.image-gallery.src.main.java.org.apache.openjpa.example.gallery.model.Album,1,1,0,0,2
openjpa-jdbc.src.main.java.org.apache.openjpa.jdbc.kernel.JDBCFetchConfigurationImpl$JDBCConfigurationState,1,1,0,0,2
openjpa-jdbc.src.main.java.org.apache.openjpa.jdbc.meta.QueryResultMapping$FetchInfo,1,1,0,0,2
Instrumentation,0,1,0,0,1
openjpa-lib.src.test.java.org.apache.openjpa.lib.util.TestAbstractEventManager$Listener,0,1,0,0,1
openjpa-jdbc.src.main.java.org.apache.openjpa.jdbc.meta.strats.ClassNameDiscriminatorStrategy,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.kernel.TestIncrementalFlushesDeletes,1,1,0,0,2
Ask,0,1,0,0,1
openjpa-kernel.src.main.java.org.apache.openjpa.conf.MetaDataRepositoryValue,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.embed.AttributeXml,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.embed.EntityA_Coll_Embed_EmbedXml,1,1,0,0,2
MockObjectTestCase,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.datacache.TestM2MInDataCache,0,1,0,0,1
CodeGenerator,1,1,0,0,2
openjpa-jdbc.src.main.java.org.apache.openjpa.jdbc.kernel.exps.ExpContext,1,1,0,0,2
GenericObjectPool,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.test.AllowFailure,1,1,0,0,2
Runnable,0,1,0,0,1
openjpa-lib.src.main.java.org.apache.openjpa.lib.conf.ConfigurationImpl,0,1,0,0,1
JarURLConnection,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.log.TestConnectionRetainModeWarning,1,1,0,0,2
UnenhancedPropertyAccessSubclass,0,1,0,0,1
IMember,0,1,0,0,1
openjpa-lib.src.main.java.org.apache.openjpa.lib.rop.AbstractNonSequentialResultList$Itr,0,1,0,0,1
Serializer,1,1,0,0,2
openjpa-persistence-jdbc.src.main.java.org.apache.openjpa.persistence.jdbc.XJoinColumns,1,1,0,0,2
ILineItem,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.datacache.TestDistributedKodoDataCache$performAsDelete,0,1,0,0,1
openjpa-persistence-jdbc.src.main.java.org.apache.openjpa.persistence.jdbc.VersionColumns,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.conf.TestDynamicConfiguration,1,1,0,0,2
openjpa-lib.src.main.java.org.apache.openjpa.lib.meta.SourceTrackers,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.Embed,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.jdbc.common.apps.HorizRelation,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.annotations.common.apps.annotApp.annotype.Site1,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.results.cls.TestResultClsXml,1,1,0,0,2
openjpa-persistence-locking.src.test.java.org.apache.openjpa.persistence.lock.extended.LSE1x1Rt,1,1,0,0,2
PessimisticLockScope,1,1,0,0,2
openjpa-kernel.src.main.java.org.apache.openjpa.kernel.DetachState,1,1,0,0,2
SQLException,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.inheritance.polymorphic.GermanParagraph,1,1,0,0,2
openjpa-persistence.src.main.java.org.apache.openjpa.persistence.LockTimeoutException,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.relations.MapKeyChild,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.enhance.common.apps.ManagedInverseTestInstance2,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.embed.Embed_MappedToOneCascadeDelete,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.proxy.delayed.hset.Account,1,1,0,0,2
openjpa-kernel.src.main.java.org.apache.openjpa.enhance.FieldManager,0,1,0,0,1
openjpa-kernel.src.main.java.org.apache.openjpa.conf.CallbackOptions,1,1,0,0,2
openjpa-kernel.src.main.java.org.apache.openjpa.datacache.AbstractQueryCache,0,1,0,0,1
openjpa-kernel.src.main.java.org.apache.openjpa.kernel.OpenJPAStateManager,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.conf.TestOverrideNonJtaDataSource,1,1,0,0,2
openjpa-persistence-jdbc.src.main.java.org.apache.openjpa.persistence.jdbc.JDBCFetchPlanImpl,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.jdbc.sqlcache.TestMultithreadedReparametrization,0,1,0,0,1
ElementClassCriteria,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.kernel.TestBrokerFactoryEventManager$ListenerImpl,0,1,0,0,1
openjpa-jdbc.src.main.java.org.apache.openjpa.jdbc.meta.strats.RelationToManyTableFieldStrategy,1,1,0,0,2
openjpa-kernel.src.main.java.org.apache.openjpa.datacache.DelegatingDataCache,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.proxy.entities.IAnnuity,0,1,0,0,1
DistributedBroker,1,1,0,0,2
MetaDataIterator,0,1,0,0,1
openjpa-kernel.src.main.java.org.apache.openjpa.instrumentation.AbstractPreparedQueryCacheInstrument,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.jdbc.annotations.EmbeddableSuper,0,1,0,0,1
Locator,0,1,0,0,1
openjpa-kernel.src.main.java.org.apache.openjpa.event.AbstractRemoteCommitProvider,0,1,0,0,1
openjpa-kernel.src.main.java.org.apache.openjpa.datacache.QueryCacheStoreQuery$CachedList,0,1,0,0,1
openjpa-kernel.src.main.java.org.apache.openjpa.kernel.InMemorySavepointManager,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.jdbc.kernel.TestBatchFlushWithMetadataException,1,1,0,0,2
StringValue,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.embed.attrOverrides.PhoneNumber,1,1,0,0,2
openjpa-kernel.src.main.java.org.apache.openjpa.event.MethodLifecycleCallbacks,0,1,0,0,1
openjpa-jdbc.src.main.java.org.apache.openjpa.jdbc.meta.ReverseMappingTool$Flags,1,1,0,0,2
openjpa-kernel.src.main.java.org.apache.openjpa.instrumentation.jmx.DataCacheJMXInstrument,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.query.common.apps.ModRuntimeTest2,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.datacache.TestConcurrentDataCache,1,1,0,0,2
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.jdbc.common.apps.ByteArrayPKPC,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.query.common.apps.ModRuntimeTest1,1,1,0,0,2
BCClassLoader,0,1,0,0,1
QueryStatistics,0,1,0,0,1
BaseJDBCTest,0,1,0,0,1
openjpa-lib.src.main.java.org.apache.openjpa.lib.rop.EagerResultList,0,1,0,0,1
AnnotationPersistenceMetaDataParser,0,1,0,0,1
Externalizable,1,1,0,0,2
openjpa-kernel.src.main.java.org.apache.openjpa.kernel.InverseManager,1,1,0,0,2
openjpa-jdbc.src.main.java.org.apache.openjpa.jdbc.kernel.PreparedQueryCacheImpl$WeakExclusion,1,1,0,0,2
openjpa-kernel.src.main.java.org.apache.openjpa.instrumentation.AbstractQueryCacheInstrument,0,1,0,0,1
openjpa-persistence-jdbc.src.test.java.org.apache.openjpa.persistence.relations.Util1xmRt,1,1,0,0,2
openjpa-kernel.src.test.java.org.apache.openjpa.util.TestProxyManager$CustomCalendar,1,1,0,0,2
openjpa-kernel.src.main.java.org.apache.openjpa.util.ProxyMaps$ProxyEntrySet,1,1,0,0,2
