class,buo,bdc,spf,bco,all
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$remove_args$_Fields,1,1,0,0,2
tools.stress.src.org.apache.cassandra.stress.StressAction$Producer,0,1,0,0,1
src.java.org.apache.cassandra.db.ColumnIndexer$RowHeader,1,1,0,0,2
src.java.org.apache.cassandra.service.AntiEntropyService$RepairSession,1,1,0,0,2
src.java.org.apache.cassandra.db.CounterMutationVerbHandler,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$Processor$ProcessFunction,1,1,0,0,2
NodeId.OneShotRenewer,1,1,0,0,2
src.java.org.apache.cassandra.hadoop.ColumnFamilyRecordWriter$RangeClient,0,1,0,0,1
interface.thrift.gen-java.org.apache.cassandra.thrift.CounterSuperColumn,1,1,0,0,2
src.java.org.apache.cassandra.io.util.IIterableColumns,1,1,0,0,2
examples.hadoop_word_count.src.WordCount,0,1,0,0,1
java.lang.Error,1,1,0,0,2
src.java.org.apache.cassandra.service.AntiEntropyService$TreeRequest,1,1,0,0,2
src.java.org.apache.cassandra.cql.jdbc.JdbcUTF8,1,1,0,0,2
src.java.org.apache.cassandra.io.IColumnSerializer,0,1,0,0,1
src.java.org.apache.cassandra.service.WriteResponseHandler,1,1,0,0,2
src.java.org.apache.cassandra.utils.MergeIterator$TrivialOneToOne,1,1,0,0,2
src.java.org.apache.cassandra.locator.SeedProvider,0,1,0,0,1
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra,1,1,0,0,2
src.java.org.apache.cassandra.db.marshal.CompositeType,0,1,0,0,1
interface.thrift.gen-java.org.apache.cassandra.thrift.NotFoundException$_Fields,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$AsyncClient$describe_partitioner_call,1,1,0,0,2
AbstractIterator,0,1,0,0,1
java.lang.String,1,1,0,0,2
src.java.org.apache.cassandra.dht.Range,0,1,0,0,1
test.unit.org.apache.cassandra.config.ColumnDefinitionTest,1,1,0,0,2
NodeId.NodeIdRecord,0,1,0,0,1
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$AsyncClient$system_drop_keyspace_call,1,1,0,0,2
RequestSchedulerId,0,1,0,0,1
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$truncate_result$_Fields,1,1,0,0,2
CharacterCodingException,1,1,0,0,2
AntiEntropyService.Validator,0,1,0,0,1
src.java.org.apache.cassandra.hadoop.ColumnFamilyOutputFormat,0,1,0,0,1
IndexOperator,0,1,0,0,1
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$remove_counter_args,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$describe_schema_versions_result,1,1,0,0,2
src.java.org.apache.cassandra.db.compaction.LazilyCompactedRow,0,1,0,0,1
FileMark,1,1,0,0,2
src.java.org.apache.cassandra.db.index.SecondaryIndexBuilder,0,1,0,0,1
src.java.org.apache.cassandra.concurrent.CreationTimeAwareFuture,1,1,0,0,2
BufferedReader,0,1,0,0,1
src.java.org.apache.cassandra.db.IndexScanCommand,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.CqlResultType,1,1,0,0,2
src.java.org.apache.cassandra.utils.LegacyBloomFilter,1,1,0,0,2
src.java.org.apache.cassandra.streaming.StreamingServiceMBean,0,1,0,0,1
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$multiget_slice_args$_Fields,1,1,0,0,2
src.java.org.apache.cassandra.utils.GuidGenerator,1,1,0,0,2
src.java.org.apache.cassandra.cql.jdbc.JdbcTimeUUID,1,1,0,0,2
RecordReader,0,1,0,0,1
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$get_indexed_slices_args,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$describe_partitioner_result$_Fields,1,1,0,0,2
test.unit.org.apache.cassandra.tools.SSTableExportTest,1,1,0,0,2
src.java.org.apache.cassandra.dht.Token$TokenSerializer,0,1,0,0,1
Random,0,1,0,0,1
src.java.org.apache.cassandra.db.filter.SliceQueryFilter,1,1,0,0,2
org.apache.cassandra.db.Row,0,1,0,0,1
src.java.org.apache.cassandra.dht.CollatingOrderPreservingPartitioner,0,1,0,0,1
src.java.org.apache.cassandra.cql.QueryProcessor,0,1,0,0,1
test.unit.org.apache.cassandra.io.BloomFilterTrackerTest,1,1,0,0,2
src.java.org.apache.cassandra.service.RowRepairResolver,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$batch_mutate_result,1,1,0,0,2
NodeId,0,1,0,0,1
Mutation,0,1,0,0,1
Row,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.ColumnOrSuperColumn$_Fields,1,1,0,0,2
src.java.org.apache.cassandra.io.util.ColumnIterator,1,1,0,0,2
src.java.org.apache.cassandra.net.IncomingTcpConnection,1,1,0,0,2
Semaphore,0,1,0,0,1
src.java.org.apache.cassandra.db.SchemaCheckVerbHandler,1,1,0,0,2
Config.DiskAccessMode,0,1,0,0,1
ReentrantReadWriteLock,0,1,0,0,1
src.java.org.apache.cassandra.config.Config,0,1,0,0,1
ColumnFamily,0,1,0,0,1
src.java.org.apache.cassandra.service.MigrationManager,1,1,0,0,2
Function,1,1,0,0,2
src.java.org.apache.cassandra.utils.MerkleTree$Leaf,1,1,0,0,2
src.java.org.apache.cassandra.net.CallbackInfo,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$AsyncClient$get_range_slices_call,1,1,0,0,2
src.java.org.apache.cassandra.io.util.MemoryOutputStream,1,1,0,0,2
test.unit.org.apache.cassandra.io.sstable.SSTableUtils$Appender,0,1,0,0,1
src.java.org.apache.cassandra.io.sstable.SSTableIdentityIterator,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$set_keyspace_result,1,1,0,0,2
src.java.org.apache.cassandra.cql.jdbc.JdbcLexicalUUID,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$Processor$describe_keyspace,1,1,0,0,2
CommandLine,0,1,0,0,1
src.java.org.apache.cassandra.service.AntiEntropyService$TreeResponseVerbHandler,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$describe_version_args,1,1,0,0,2
src.java.org.apache.cassandra.db.marshal.UTF8Type$UTF8Validator,0,1,0,0,1
src.java.org.apache.cassandra.utils.MerkleTree$Hashable,1,1,0,0,2
AntiEntropyService.TreeRequest,0,1,0,0,1
src.java.org.apache.cassandra.cli.CliClient$CfDefNamesComparator,0,1,0,0,1
interface.thrift.gen-java.org.apache.cassandra.thrift.TokenRange$_Fields,1,1,0,0,2
src.java.org.apache.cassandra.db.compaction.ParallelCompactionIterable$RowContainer,0,1,0,0,1
src.java.org.apache.cassandra.db.columniterator.IndexedSliceReader$SimpleBlockFetcher,0,1,0,0,1
src.java.org.apache.cassandra.utils.DefaultInteger,1,1,0,0,2
Node,1,1,0,0,2
src.java.org.apache.cassandra.utils.MerkleTree$MerkleTreeSerializer,1,1,0,0,2
Writable,0,1,0,0,1
src.java.org.apache.cassandra.db.columniterator.IdentityQueryFilter,1,1,0,0,2
src.java.org.apache.cassandra.io.compress.ICompressor,0,1,0,0,1
test.unit.org.apache.cassandra.service.SerializationsTest,0,1,0,0,1
Document,1,1,0,0,2
org.apache.cassandra.service.AbstractCassandraDaemon,0,1,0,0,1
BlockingQueue,0,1,0,0,1
Cassandra.Iface,0,1,0,0,1
PendingFile,0,1,0,0,1
src.java.org.apache.cassandra.db.ColumnFamily,1,1,0,0,2
src.java.org.apache.cassandra.streaming.StreamingRepairTask$StreamingRepairRequest,0,1,0,0,1
interface.thrift.gen-java.org.apache.cassandra.thrift.SliceRange,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$AsyncClient$remove_call,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$Processor$system_update_column_family,1,1,0,0,2
SortedMap,0,1,0,0,1
SuperColumn,0,1,0,0,1
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$describe_keyspace_result$_Fields,1,1,0,0,2
src.java.org.apache.cassandra.db.marshal.UTF8Type,0,1,0,0,1
test.unit.org.apache.cassandra.db.ColumnFamilyTest,0,1,0,0,1
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$insert_args$_Fields,1,1,0,0,2
TServer,0,1,0,0,1
src.java.org.apache.cassandra.utils.SlabAllocator$Region,1,1,0,0,2
src.java.org.apache.cassandra.gms.IFailureNotification,1,1,0,0,2
src.java.org.apache.cassandra.db.RowMutation$RowMutationSerializer,1,1,0,0,2
src.java.org.apache.cassandra.gms.GossipDigest,0,1,0,0,1
src.java.org.apache.cassandra.db.compaction.CompactionManager$SimpleFuture,0,1,0,0,1
src.java.org.apache.cassandra.utils.FBUtilities,1,1,0,0,2
src.java.org.apache.cassandra.db.ColumnFamilyStore$ViewFragment,1,1,0,0,2
src.java.org.apache.cassandra.utils.CLibrary,1,1,0,0,2
src.java.org.apache.cassandra.service.AbstractCassandraDaemon$CleaningThreadPool,1,1,0,0,2
StreamingServiceMBean,0,1,0,0,1
src.java.org.apache.cassandra.utils.IMergeIterator,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$AsyncClient$Factory,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$describe_schema_versions_args$_Fields,1,1,0,0,2
src.java.org.apache.cassandra.scheduler.WeightedQueueMBean,0,1,0,0,1
Runnable,0,1,0,0,1
interface.thrift.gen-java.org.apache.cassandra.thrift.SlicePredicate$_Fields,1,1,0,0,2
AuthorizationException,0,1,0,0,1
LocalToken,0,1,0,0,1
Schema,0,1,0,0,1
src.java.org.apache.cassandra.db.columniterator.SSTableSliceIterator,1,1,0,0,2
src.java.org.apache.cassandra.net.OutboundTcpConnectionPool,1,1,0,0,2
src.java.org.apache.cassandra.db.IColumn,1,1,0,0,2
Mapper,0,1,0,0,1
src.java.org.apache.cassandra.utils.BloomFilterSerializer,1,1,0,0,2
src.java.org.apache.cassandra.service.AntiEntropyService,1,1,0,0,2
ReadWriteLock,0,1,0,0,1
GenericArray,0,1,0,0,1
src.java.org.apache.cassandra.service.IResponseResolver,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$system_add_column_family_result$_Fields,1,1,0,0,2
test.unit.org.apache.cassandra.streaming.BootstrapTest,1,1,0,0,2
StreamHeader,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$AsyncClient$describe_version_call,1,1,0,0,2
DataInput,0,1,0,0,1
src.java.org.apache.cassandra.cql.jdbc.TypesMap,1,1,0,0,2
src.java.org.apache.cassandra.db.migration.DropColumnFamily,1,1,0,0,2
org.apache.cassandra.db.migration.avro.CfDef,0,1,0,0,1
AbstractExecutorService,0,1,0,0,1
interface.thrift.gen-java.org.apache.cassandra.thrift.Column,1,1,0,0,2
src.java.org.apache.cassandra.io.IVersionedSerializer,1,1,0,0,2
AutoSavingCache.Writer,0,1,0,0,1
src.java.org.apache.cassandra.utils.EstimatedHistogram$EstimatedHistogramSerializer,1,1,0,0,2
src.java.org.apache.cassandra.dht.ByteOrderedPartitioner,0,1,0,0,1
Iterable,1,1,0,0,2
AbstractCompactionStrategy,1,1,0,0,2
src.java.org.apache.cassandra.cql.jdbc.JdbcBytes,1,1,0,0,2
KeyRange,0,1,0,0,1
interface.thrift.gen-java.org.apache.cassandra.thrift.Mutation,1,1,0,0,2
test.unit.org.apache.cassandra.EmbeddedServer$GatewayService,1,1,0,0,2
src.java.org.apache.cassandra.dht.BootStrapper$BootstrapTokenCallback,0,1,0,0,1
src.java.org.apache.cassandra.dht.BootStrapper,0,1,0,0,1
src.java.org.apache.cassandra.service.LoadBroadcaster,1,1,0,0,2
ISerializer,1,1,0,0,2
IPartitioner,0,1,0,0,1
OpenBitSet,1,1,0,0,2
src.java.org.apache.cassandra.db.context.CounterContext,0,1,0,0,1
src.java.org.apache.cassandra.db.ReadCommandSerializer,1,1,0,0,2
src.java.org.apache.cassandra.db.marshal.CompositeType$StaticParsedComparator,0,1,0,0,1
src.java.org.apache.cassandra.db.ISortedColumns,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$Processor$remove,1,1,0,0,2
SlicePredicate,0,1,0,0,1
test.unit.org.apache.cassandra.streaming.SerializationsTest,0,1,0,0,1
src.java.org.apache.cassandra.tools.BulkLoader$ProgressIndicator,0,1,0,0,1
src.java.org.apache.cassandra.gms.GossipDigestSerializationHelper,1,1,0,0,2
CounterMutation,1,1,0,0,2
src.java.org.apache.cassandra.io.util.FileUtils,0,1,0,0,1
TokenRange,0,1,0,0,1
src.java.org.apache.cassandra.net.MessageDeliveryTask,1,1,0,0,2
IFailureDetectionEventListener,0,1,0,0,1
src.java.org.apache.cassandra.streaming.ReplicationFinishedVerbHandler,1,1,0,0,2
NonBlockingHashSet,1,1,0,0,2
MBeanServerConnection,0,1,0,0,1
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$execute_cql_query_result,1,1,0,0,2
src.java.org.apache.cassandra.db.compaction.ParallelCompactionIterable$Unwrapper,0,1,0,0,1
test.unit.org.apache.cassandra.db.compaction.OneCompactionTest,1,1,0,0,2
NoSuchAlgorithmException,0,1,0,0,1
Throttle,0,1,0,0,1
src.java.org.apache.cassandra.auth.AuthenticatedUser,0,1,0,0,1
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$describe_splits_result$_Fields,1,1,0,0,2
src.java.org.apache.cassandra.dht.RandomPartitioner,0,1,0,0,1
BloomCalculations.BloomSpecification,0,1,0,0,1
src.java.org.apache.cassandra.cql.WhereClause,0,1,0,0,1
Boolean,1,1,0,0,2
src.java.org.apache.cassandra.cache.AutoSavingCache,0,1,0,0,1
org.apache.thrift.TServiceClient,1,1,0,0,2
src.java.org.apache.cassandra.gms.GossipDigestAckMessageSerializer,1,1,0,0,2
test.unit.org.apache.cassandra.utils.HexTest,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$add_args$_Fields,1,1,0,0,2
NodeList,1,1,0,0,2
org.apache.hadoop.mapreduce.Mapper.Context,0,1,0,0,1
src.java.org.apache.cassandra.io.util.MappedFileDataInput$MappedFileDataInputMark,0,1,0,0,1
src.java.org.apache.cassandra.hadoop.ConfigHelper,1,1,0,0,2
QueryFilter,1,1,0,0,2
test.unit.org.apache.cassandra.db.compaction.SizeTieredCompactionStrategyTest,1,1,0,0,2
src.java.org.apache.cassandra.io.util.RandomAccessReader,0,1,0,0,1
SimpleCompletor,0,1,0,0,1
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$describe_partitioner_result,1,1,0,0,2
IAsyncResult,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$AsyncClient$multiget_slice_call,1,1,0,0,2
src.java.org.apache.cassandra.db.marshal.DynamicCompositeType$FixedValueComparator,0,1,0,0,1
java.lang.Throwable,0,1,0,0,1
src.java.org.apache.cassandra.db.marshal.LocalByPartionerType,1,1,0,0,2
src.java.org.apache.cassandra.dht.Token$TokenFactory,0,1,0,0,1
src.java.org.apache.cassandra.db.compaction.CompactionIterable$Reducer,0,1,0,0,1
RequestSchedulerOptions,0,1,0,0,1
InterruptedException,0,1,0,0,1
InstrumentingCache,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$Processor$truncate,1,1,0,0,2
src.java.org.apache.cassandra.cache.IRowCacheProvider,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$get_result$_Fields,1,1,0,0,2
Deletion,0,1,0,0,1
java.io.ObjectOutputStream,1,1,0,0,2
src.java.org.apache.cassandra.cql.jdbc.JdbcAscii,1,1,0,0,2
CfDef,0,1,0,0,1
TransformerException,1,1,0,0,2
src.java.org.apache.cassandra.db.UnserializableColumnFamilyException,1,1,0,0,2
src.java.org.apache.cassandra.dht.LocalToken,0,1,0,0,1
examples.hadoop_word_count.src.WordCountCounters$SumMapper,0,1,0,0,1
org.apache.hadoop.mapred.Reporter,0,1,0,0,1
FileChannel,0,1,0,0,1
ICountableColumnIterator,1,1,0,0,2
src.java.org.apache.cassandra.service.IReadCommand,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$system_add_keyspace_result,1,1,0,0,2
ColumnDefinition,0,1,0,0,1
src.java.org.apache.cassandra.utils.Hex,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$describe_keyspaces_result$_Fields,1,1,0,0,2
src.java.org.apache.cassandra.utils.CloseableIterator,1,1,0,0,2
IndexClause,0,1,0,0,1
test.unit.org.apache.cassandra.utils.EstimatedHistogramTest,1,1,0,0,2
src.java.org.apache.cassandra.io.sstable.Component,1,1,0,0,2
TDeserializer,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.SlicePredicate,1,1,0,0,2
src.java.org.apache.cassandra.io.IColumnSerializer$Flag,0,1,0,0,1
src.java.org.apache.cassandra.db.CounterMutation,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$AsyncClient$describe_ring_call,1,1,0,0,2
test.unit.org.apache.cassandra.db.CleanupTest,1,1,0,0,2
SynchronousQueue,0,1,0,0,1
TSocket,0,1,0,0,1
TimeoutException,1,1,0,0,2
src.java.org.apache.cassandra.utils.IntervalTree.IntervalNode,0,1,0,0,1
src.java.org.apache.cassandra.db.commitlog.PeriodicCommitLogExecutorService,0,1,0,0,1
src.java.org.apache.cassandra.streaming.StreamRequestMessage,0,1,0,0,1
ConcurrentMap,0,1,0,0,1
src.java.org.apache.cassandra.streaming.FileStreamTask,1,1,0,0,2
src.java.org.apache.cassandra.cql.Attributes,0,1,0,0,1
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$Processor$multiget_count,1,1,0,0,2
src.java.org.apache.cassandra.db.marshal.DynamicCompositeType,0,1,0,0,1
src.java.org.apache.cassandra.utils.MurmurHash,1,1,0,0,2
src.java.org.apache.cassandra.db.compaction.CompactionManager,0,1,0,0,1
DefaultInteger,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.InvalidRequestException$_Fields,1,1,0,0,2
src.java.org.apache.cassandra.utils.ResourceWatcher,1,1,0,0,2
src.java.org.apache.cassandra.net.CachingMessageProducer,1,1,0,0,2
src.java.org.apache.cassandra.config.KSMetaData,0,1,0,0,1
src.java.org.apache.cassandra.service.IWriteResponseHandler,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$describe_schema_versions_result$_Fields,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$get_count_args$_Fields,1,1,0,0,2
interface.thrift.gen-java.org.apache.cassandra.thrift.Cassandra$AsyncClient$describe_keyspaces_call,1,1,0,0,2
